adm4_pcode,geometry
PH137603001,"POLYGON ((121.05364069 14.425079899, 121.053941224 14.424949054, 121.053924265 14.4249128270001, 121.053854278 14.424783914, 121.053636951 14.4246918330001, 121.053533811 14.4245739690001, 121.05343804 14.4245702860001, 121.053338586 14.424548187, 121.05310284 14.4243308750001, 121.05286341 14.4240214830001, 121.052859726 14.4239772830001, 121.052786056 14.4239146680001, 121.052716069 14.4239036180001, 121.052657133 14.4239257190001, 121.052616614 14.4238520530001, 121.052616614 14.423774704, 121.052583461 14.423715773, 121.05248769 14.4236642070001, 121.052495057 14.423579492, 121.052546625 14.4234726770001, 121.052579775 14.4232885130001, 121.052524521 14.423085934, 121.052377179 14.4228391550001, 121.052362371 14.422593084, 121.05242138 14.4225187100001, 121.052465581 14.4223787450001, 121.052480315 14.42228298, 121.052454529 14.4221835320001, 121.052421377 14.4220877670001, 121.052432426 14.421992002, 121.052476628 14.4218630880001, 121.052400557 14.421761782, 121.052291101 14.4215857140001, 121.05210227 14.4206284800001, 121.052242055 14.420615587, 121.052231155 14.420513472, 121.052423604 14.4205055410001, 121.052418681 14.420440974, 121.052516828 14.420433777, 121.052516802 14.4203213800001, 121.052600219 14.4202830990001, 121.052600206 14.4202304880001, 121.052514329 14.4202400720001, 121.052482404 14.420125291, 121.052526639 14.4201098230001, 121.05256235 14.4200629550001, 121.052467167 14.4195109560001, 121.052200668 14.4195442670001, 121.0521388 14.4192682680001, 121.052233978 14.419092198, 121.052181628 14.4187495780001, 121.052266574 14.4182401780001, 121.052290564 14.41819306, 121.052539694 14.4182114780001, 121.052558007 14.4181547380001, 121.052636529 14.4181738520001, 121.052744482 14.4181355650001, 121.052749367 14.418037515, 121.052832789 14.418025539, 121.05281802 14.417827054, 121.052710003 14.417592718, 121.052695263 14.4175161960001, 121.052673108 14.4172100980001, 121.052455731 14.4172134940001, 121.052439075 14.417113563, 121.052222544 14.4171230820001, 121.052172575 14.417054083, 121.052196602 14.4164909780001, 121.052424794 14.416433082, 121.052277265 14.4161237720001, 121.052232053 14.4158216010001, 121.052079348 14.4158147150001, 121.052075008 14.4156431530001, 121.052346266 14.4156193580001, 121.052329609 14.415429014, 121.052246327 14.4154194970001, 121.052274879 14.4150459460001, 121.052327227 14.4150007380001, 121.05238238 14.4147524580001, 121.05237823 14.4147458090001, 121.052317706 14.4145367730001, 121.052248701 14.4143773600001, 121.0522487 14.4142798080001, 121.052262976 14.414184635, 121.052399757 14.414098091, 121.053110063 14.4141013550001, 121.053076752 14.414229838, 121.053119582 14.414227458, 121.05332996 14.4139834320001, 121.053001038 14.4138148810001, 121.052851105 14.4139117450001, 121.05288403 14.413787691, 121.052869552 14.4137463280001, 121.052842666 14.4136946240001, 121.052788894 14.4136284420001, 121.052766144 14.413632579, 121.052730985 14.413618102, 121.052677213 14.4135994880001, 121.052604827 14.413582943, 121.052546918 14.4135560560001, 121.052440222 14.413500862, 121.052280193 14.4134532860001, 121.05210719 14.4133797590001, 121.051869309 14.4132543310001, 121.051761182 14.41319378, 121.051715514 14.4131858540001, 121.05166381 14.413192059, 121.051607969 14.4132127400001, 121.051558333 14.413264445, 121.051436311 14.4133202850001, 121.051339107 14.4133678530001, 121.051291539 14.4133843980001, 121.051185945 14.413345158, 121.051134358 14.4133140810001, 121.051090927 14.4133120120001, 121.051020609 14.413328558, 121.05096969 14.413336508, 121.050857238 14.4133581340001, 121.05074911 14.413384084, 121.050623683 14.413384084, 121.050426207 14.413372101, 121.050372827 14.413362459, 121.050104672 14.413332183, 121.049993499 14.4133263570001, 121.049892742 14.413332183, 121.049806593 14.413293399, 121.049698113 14.413232706, 121.049630799 14.4131961950001, 121.049598636 14.413154854, 121.0495398 14.4131134680001, 121.049519118 14.4130783090001, 121.049500504 14.413028673, 121.049499159 14.4129732000001, 121.049481858 14.412878048, 121.049468883 14.412787221, 121.049464558 14.412679094, 121.049464558 14.412583942, 121.049473618 14.4124454490001, 121.04947155 14.4123813360001, 121.0494033 14.41227586, 121.049355 14.4122170000001, 121.049289551 14.4121724510001, 121.049165461 14.412131088, 121.049114225 14.4120995320001, 121.049040699 14.412077906, 121.048962847 14.4120692560001, 121.048919596 14.412017355, 121.04885472 14.4119438280001, 121.048784918 14.411860157, 121.048718736 14.411752613, 121.048702191 14.411692636, 121.048720804 14.411651272, 121.04887202 14.411593496, 121.048973121 14.411554068, 121.049012416 14.4115230460001, 121.049079625 14.411472393, 121.049093075 14.411307956, 121.049095143 14.411216957, 121.049091007 14.411171457, 121.049078598 14.411130094, 121.04909048 14.411057672, 121.049105484 14.411022549, 121.049148915 14.410983254, 121.049226678 14.4109836580001, 121.049339187 14.4110122080001, 121.049397096 14.410999799, 121.049450868 14.410985322, 121.049504641 14.410956367, 121.049529459 14.410908799, 121.049521186 14.4108633000001, 121.049502572 14.4108157320001, 121.049494834 14.410771728, 121.049504641 14.4106337330001, 121.049525322 14.4105716880001, 121.049523254 14.4105282560001, 121.049494834 14.410451671, 121.049428118 14.4104103710001, 121.049308855 14.410430046, 121.049205052 14.4104732970001, 121.0490926 14.4105122230001, 121.048971497 14.4105468230001, 121.048850395 14.410568449, 121.048750918 14.4105727740001, 121.048638465 14.410590074, 121.048556289 14.410629, 121.048436267 14.4106830640001, 121.048367147 14.4107433460001, 121.048286489 14.410776437, 121.048222376 14.4108240050001, 121.048168603 14.4108798450001, 121.048116899 14.4109067310001, 121.048087945 14.410921209, 121.048071399 14.4109150040001, 121.04801349 14.410912936, 121.0479804 14.410912936, 121.047891306 14.410929594, 121.047740492 14.4109605040001, 121.047726697 14.4109605040001, 121.047702695 14.410964554, 121.047474692 14.41095591, 121.047219398 14.4108228640001, 121.046881495 14.4107678230001, 121.04671813 14.41080075, 121.046415895 14.410830236, 121.04618369 14.410841293, 121.046095231 14.4108228640001, 121.046054688 14.4108781510001, 121.045918313 14.410948181, 121.045815111 14.4109150090001, 121.045724038 14.410854632, 121.045219669 14.410671602, 121.044957223 14.410565268, 121.044874985 14.4104663850001, 121.044859532 14.4104475980001, 121.044818169 14.410424848, 121.044774737 14.4104103710001, 121.044711263 14.410362713, 121.044320621 14.4101601580001, 121.044217496 14.410159557, 121.043958916 14.409972071, 121.043826987 14.4098507360001, 121.043770829 14.409711643, 121.043553806 14.409465684, 121.043336372 14.4093732050001, 121.043207317 14.4094469510001, 121.04303217 14.4094930420001, 121.042866241 14.4094838240001, 121.04266344 14.4093455500001, 121.04239611 14.409041347, 121.042307411 14.408867516, 121.042278456 14.408813744, 121.042267055 14.408801673, 121.04224154 14.4087614980001, 121.042239382 14.408740113, 121.042248877 14.4087017740001, 121.042241229 14.4086875850001, 121.04215023 14.40864829, 121.04191303 14.4086494360001, 121.038968651 14.4086565040001, 121.036911788 14.408661635, 121.035261495 14.4086654080001, 121.03516418 14.4084999730001, 121.034911162 14.4083345390001, 121.034084484 14.400102589, 121.031175516 14.4001414740001, 121.029178508 14.4001743920001, 121.029174345 14.401873122, 121.029173163 14.4023551350001, 121.029167535 14.404651202, 121.031339064 14.4046717410001, 121.034891105 14.4047102210001, 121.035261495 14.4086654080001))"
PH137603006,"POLYGON ((121.035261495 14.4086654080001, 121.036911788 14.408661635, 121.036940311 14.4067044920001, 121.036334093 14.406631099, 121.036376898 14.404790506, 121.036968586 14.4047634570001, 121.036975861 14.4042651360001, 121.037557995 14.4041725240001, 121.037624146 14.4044503600001, 121.03821951 14.404509896, 121.038675955 14.4044106690001, 121.039139016 14.4044106690001, 121.039449928 14.404906805, 121.04018576 14.405348417, 121.040629533 14.4054915570001, 121.041593842 14.4054803870001, 121.042660901 14.4054685800001, 121.043446151 14.405458932, 121.04383765 14.4059156810001, 121.044468398 14.4058286810001, 121.044749486 14.405556156, 121.045062255 14.405567326, 121.045077067 14.405567439, 121.04544 14.4055700000001, 121.045542745 14.405517068, 121.045894406 14.405353797, 121.045969762 14.405337052, 121.046225135 14.405278442, 121.046849623 14.4052419500001, 121.04689 14.4049400000001, 121.047683297 14.405234808, 121.050073811 14.405632988, 121.051354801 14.4055364910001, 121.051359151 14.4054997270001, 121.051359305 14.4054073940001, 121.051452102 14.4053358950001, 121.051596519 14.405148162, 121.051677392 14.405065849, 121.051678835 14.4049763150001, 121.051720717 14.40491422, 121.051794369 14.404870896, 121.051827585 14.404831906, 121.051839139 14.404775586, 121.051788592 14.4047192670001, 121.051691832 14.4046932740001, 121.051631176 14.4046932740001, 121.051603737 14.404704827, 121.05148387 14.404704828, 121.051415772 14.404731875, 121.051394286 14.404538533, 121.051382423 14.4045013700001, 121.05131142 14.4044784320001, 121.051207605 14.404451244, 121.051224666 14.404290869, 121.05131255 14.404138999, 121.051454794 14.404119327, 121.051459686 14.403965172, 121.051542886 14.403901552, 121.051557568 14.40375963, 121.05151352 14.4036152620001, 121.051467025 14.403536961, 121.051481707 14.4033436550001, 121.051503729 14.403184605, 121.051537987 14.4031087500001, 121.051604059 14.403094068, 121.05175333 14.403074492, 121.051858554 14.4030280000001, 121.051917283 14.402949699, 121.051976011 14.40277352, 121.051946646 14.402648728, 121.052029845 14.4025117, 121.052105703 14.402306159, 121.052088574 14.4022400910001, 121.052066549 14.4022058350001, 121.052152196 14.4020810420001, 121.052208479 14.4020834880001, 121.052206031 14.401997846, 121.052174219 14.4019391210001, 121.052064101 14.4019146520001, 121.05203963 14.401953802, 121.051851205 14.4019219940001, 121.051841416 14.401784967, 121.051782686 14.401682196, 121.051694591 14.4016112360001, 121.051513507 14.4015867680001, 121.051474354 14.4015769810001, 121.051454776 14.401444847, 121.051381364 14.401288246, 121.051427856 14.400935889, 121.05144009 14.4007327950001, 121.051413171 14.400605555, 121.051315287 14.4004220370001, 121.051210062 14.4002629880001, 121.051210062 14.40024586, 121.051251662 14.4002091560001, 121.051251661 14.400140642, 121.051212508 14.400101492, 121.051055895 14.4001137270001, 121.051036318 14.4000329790001, 121.051256554 14.3999815930001, 121.051325071 14.3998886090001, 121.051383801 14.399861694, 121.051244316 14.3994506120001, 121.051175798 14.3994212490001, 121.051119514 14.3991985810001, 121.051107277 14.399037084, 121.051033864 14.398819309, 121.051092592 14.398672494, 121.051166003 14.398520784, 121.051219839 14.3984791870001, 121.051212497 14.398408225, 121.051161106 14.3980558700001, 121.051087693 14.3979090550001, 121.051121952 14.397872352, 121.051197811 14.397813625, 121.051210046 14.3977744740001, 121.05118068 14.397627659, 121.051200256 14.3975591450001, 121.05120515 14.397512654, 121.051190467 14.3974808450001, 121.051139079 14.3974514820001, 121.05112929 14.397427013, 121.05120515 14.39740499, 121.051261432 14.397395202, 121.051351974 14.3974221170001, 121.051435174 14.397429458, 121.051525715 14.3973511560001, 121.051466985 14.3972899840001, 121.051471879 14.3972239170001, 121.051347079 14.397206789, 121.051349525 14.397228811, 121.051325055 14.3972777490001, 121.051290797 14.3973071130001, 121.051266325 14.397231258, 121.051185572 14.3972116840001, 121.051168442 14.3971847670001, 121.051014276 14.3971602990001, 121.050975123 14.397121149, 121.050984911 14.397059976, 121.051009382 14.397015932, 121.051055876 14.397018378, 121.051068111 14.397037954, 121.051107264 14.397047741, 121.051134182 14.3970428460001, 121.051207594 14.397018377, 121.051246747 14.3970281640001, 121.051493903 14.397152955, 121.051594232 14.397128486, 121.051597177 14.3970082490001, 121.052604873 14.397081988, 121.052661155 14.3970526250001, 121.052661155 14.3970232620001, 121.052647214 14.396979786, 121.051496348 14.396888689, 121.051442512 14.3968862420001, 121.05142783 14.39685688, 121.051431618 14.3968237180001, 121.051068109 14.3966929380001, 121.051070556 14.396595061, 121.051493899 14.3965412270001, 121.051545286 14.396514311, 121.051555075 14.3964776070001, 121.052866706 14.3966097320001, 121.052942565 14.3965461120001, 121.052839342 14.3964859480001, 121.052081195 14.396428665, 121.052044488 14.3962133370001, 121.052012675 14.3961325890001, 121.051980863 14.3961007790001, 121.051907451 14.396059182, 121.051875638 14.3959613060001, 121.051878083 14.395621184, 121.051951495 14.3955453290001, 121.052020012 14.395508625, 121.052105659 14.395479262, 121.052054271 14.3954450040001, 121.051919682 14.395435218, 121.051860951 14.395261487, 121.051885421 14.3950902030001, 121.052142364 14.39510733, 121.052152151 14.394972749, 121.052029797 14.394958069, 121.052012667 14.3948699800001, 121.051897974 14.3948643800001, 121.051880525 14.394772103, 121.051829135 14.3946693340001, 121.051821793 14.3944319820001, 121.051829133 14.3942753800001, 121.051826685 14.3941310120001, 121.051741037 14.3941089910001, 121.051709225 14.394050265, 121.051736142 14.3939621750001, 121.051851155 14.393878979, 121.051980849 14.3939010010001, 121.051993084 14.393849615, 121.051863389 14.393832488, 121.051856047 14.393680779, 121.052367485 14.3936391790001, 121.052374825 14.39355843, 121.052431107 14.3934605530001, 121.052462918 14.3933455480001, 121.052489836 14.3932085210001, 121.052480048 14.3931571360001, 121.052399294 14.3931473480001, 121.052458024 14.3931081970001, 121.052487387 14.3930152140001, 121.052536329 14.392949147, 121.052673364 14.392875739, 121.052732094 14.3928708450001, 121.052754119 14.393015212, 121.052800611 14.392878185, 121.052832424 14.392856162, 121.052874024 14.3927998830001, 121.0528936 14.3927484970001, 121.053067342 14.392684876, 121.05317241 14.392619767, 121.053034534 14.392599836))"
