adm4_pcode,geometry
PH137603001,"POLYGON ((121.05364069 14.425079899, 121.053941224 14.424949054, 121.053924265 14.4249128270001, 121.053854278 14.424783914, 121.053636951 14.4246918330001, 121.053533811 14.4245739690001, 121.05343804 14.4245702860001, 121.053338586 14.424548187, 121.05310284 14.4243308750001, 121.05286341 14.4240214830001, 121.052859726 14.4239772830001, 121.052786056 14.4239146680001, 121.052716069 14.4239036180001, 121.052657133 14.4239257190001, 121.052616614 14.4238520530001, 121.052616614 14.423774704, 121.052583461 14.423715773, 121.05248769 14.4236642070001, 121.052495057 14.423579492, 121.052546625 14.4234726770001, 121.052579775 14.4232885130001, 121.052524521 14.423085934, 121.052377179 14.4228391550001, 121.052362371 14.422593084, 121.05242138 14.4225187100001, 121.052465581 14.4223787450001, 121.052480315 14.42228298, 121.052454529 14.4221835320001, 121.052421377 14.4220877670001, 121.052432426 14.421992002, 121.052476628 14.4218630880001, 121.052400557 14.421761782, 121.052291101 14.4215857140001, 121.05210227 14.4206284800001, 121.052242055 14.420615587, 121.052231155 14.420513472, 121.052423604 14.4205055410001, 121.052418681 14.420440974, 121.052516828 14.420433777, 121.052516802 14.4203213800001, 121.052600219 14.4202830990001, 121.052600206 14.4202304880001, 121.052514329 14.4202400720001, 121.052482404 14.420125291, 121.052526639 14.4201098230001, 121.05256235 14.4200629550001, 121.052467167 14.4195109560001, 121.052200668 14.4195442670001, 121.0521388 14.4192682680001, 121.052233978 14.419092198, 121.052181628 14.4187495780001, 121.052266574 14.4182401780001, 121.052290564 14.41819306, 121.052539694 14.4182114780001, 121.052558007 14.4181547380001, 121.052636529 14.4181738520001, 121.052744482 14.4181355650001, 121.052749367 14.418037515, 121.052832789 14.418025539, 121.05281802 14.417827054, 121.052710003 14.417592718, 121.052695263 14.4175161960001, 121.052673108 14.4172100980001, 121.052455731 14.4172134940001, 121.052439075 14.417113563, 121.052222544 14.4171230820001, 121.052172575 14.417054083, 121.052196602 14.4164909780001, 121.052424794 14.416433082, 121.052277265 14.4161237720001, 121.052232053 14.4158216010001, 121.052079348 14.4158147150001, 121.052075008 14.4156431530001, 121.052346266 14.4156193580001, 121.052329609 14.415429014, 121.052246327 14.4154194970001, 121.052274879 14.4150459460001, 121.052327227 14.4150007380001, 121.05238238 14.4147524580001, 121.05237823 14.4147458090001, 121.052317706 14.4145367730001, 121.052248701 14.4143773600001, 121.0522487 14.4142798080001, 121.052262976 14.414184635, 121.052399757 14.414098091, 121.053110063 14.4141013550001, 121.053076752 14.414229838, 121.053119582 14.414227458, 121.05332996 14.4139834320001, 121.053001038 14.4138148810001, 121.052851105 14.4139117450001, 121.05288403 14.413787691, 121.052869552 14.4137463280001, 121.052842666 14.4136946240001, 121.052788894 14.4136284420001, 121.052766144 14.413632579, 121.052730985 14.413618102, 121.052677213 14.4135994880001, 121.052604827 14.413582943, 121.052546918 14.4135560560001, 121.052440222 14.413500862, 121.052280193 14.4134532860001, 121.05210719 14.4133797590001, 121.051869309 14.4132543310001, 121.051761182 14.41319378, 121.051715514 14.4131858540001, 121.05166381 14.413192059, 121.051607969 14.4132127400001, 121.051558333 14.413264445, 121.051436311 14.4133202850001, 121.051339107 14.4133678530001, 121.051291539 14.4133843980001, 121.051185945 14.413345158, 121.051134358 14.4133140810001, 121.051090927 14.4133120120001, 121.051020609 14.413328558, 121.05096969 14.413336508, 121.050857238 14.4133581340001, 121.05074911 14.413384084, 121.050623683 14.413384084, 121.050426207 14.413372101, 121.050372827 14.413362459, 121.050104672 14.413332183, 121.049993499 14.4133263570001, 121.049892742 14.413332183, 121.049806593 14.413293399, 121.049698113 14.413232706, 121.049630799 14.4131961950001, 121.049598636 14.413154854, 121.0495398 14.4131134680001, 121.049519118 14.4130783090001, 121.049500504 14.413028673, 121.049499159 14.4129732000001, 121.049481858 14.412878048, 121.049468883 14.412787221, 121.049464558 14.412679094, 121.049464558 14.412583942, 121.049473618 14.4124454490001, 121.04947155 14.4123813360001, 121.0494033 14.41227586, 121.049355 14.4122170000001, 121.049289551 14.4121724510001, 121.049165461 14.412131088, 121.049114225 14.4120995320001, 121.049040699 14.412077906, 121.048962847 14.4120692560001, 121.048919596 14.412017355, 121.04885472 14.4119438280001, 121.048784918 14.411860157, 121.048718736 14.411752613, 121.048702191 14.411692636, 121.048720804 14.411651272, 121.04887202 14.411593496, 121.048973121 14.411554068, 121.049012416 14.4115230460001, 121.049079625 14.411472393, 121.049093075 14.411307956, 121.049095143 14.411216957, 121.049091007 14.411171457, 121.049078598 14.411130094, 121.04909048 14.411057672, 121.049105484 14.411022549, 121.049148915 14.410983254, 121.049226678 14.4109836580001, 121.049339187 14.4110122080001, 121.049397096 14.410999799, 121.049450868 14.410985322, 121.049504641 14.410956367, 121.049529459 14.410908799, 121.049521186 14.4108633000001, 121.049502572 14.4108157320001, 121.049494834 14.410771728, 121.049510845 14.4106895740001, 121.049504641 14.4106337330001, 121.049525322 14.4105716880001, 121.049523254 14.4105282560001, 121.049494834 14.410451671, 121.049428118 14.4104103710001, 121.049308855 14.410430046, 121.049205052 14.4104732970001, 121.0490926 14.4105122230001, 121.048971497 14.4105468230001, 121.048850395 14.410568449, 121.048750918 14.4105727740001, 121.048638465 14.410590074, 121.048556289 14.410629, 121.048436267 14.4106830640001, 121.048367147 14.4107433460001, 121.048286489 14.410776437, 121.048222376 14.4108240050001, 121.048168603 14.4108798450001, 121.048116899 14.4109067310001, 121.048087945 14.410921209, 121.048071399 14.4109150040001, 121.04801349 14.410912936, 121.0479804 14.410912936, 121.047891306 14.410929594, 121.047740492 14.4109605040001, 121.047726697 14.4109605040001, 121.047702695 14.410964554, 121.047474692 14.41095591, 121.047219398 14.4108228640001, 121.046881495 14.4107678230001, 121.04671813 14.41080075, 121.046415895 14.410830236, 121.04618369 14.410841293, 121.046095231 14.4108228640001, 121.046054688 14.4108781510001, 121.045918313 14.410948181, 121.045815111 14.4109150090001, 121.045724038 14.410854632, 121.045219669 14.410671602, 121.044957223 14.410565268, 121.044874985 14.4104663850001, 121.044859532 14.4104475980001, 121.044818169 14.410424848, 121.044774737 14.4104103710001, 121.044711263 14.410362713, 121.044320621 14.4101601580001, 121.044217496 14.410159557, 121.043958916 14.409972071, 121.043826987 14.4098507360001, 121.043770829 14.409711643, 121.043553806 14.409465684, 121.043336372 14.4093732050001, 121.043207317 14.4094469510001, 121.04303217 14.4094930420001, 121.042866241 14.4094838240001, 121.04266344 14.4093455500001, 121.04239611 14.409041347, 121.042307411 14.408867516, 121.042278456 14.408813744, 121.042267055 14.408801673, 121.04224154 14.4087614980001, 121.042239382 14.408740113, 121.042248877 14.4087017740001, 121.042241229 14.4086875850001, 121.04215023 14.40864829, 121.04191303 14.4086494360001, 121.038968651 14.4086565040001, 121.036911788 14.408661635, 121.035261495 14.4086654080001, 121.03516418 14.4084999730001, 121.034911162 14.4083345390001, 121.034344305 14.4079744750001, 121.033629042 14.408485376, 121.032655264 14.4086193360001, 121.032610393 14.4222281780001, 121.032365304 14.4232604330001, 121.032153043 14.42392448, 121.032085483 14.4241271600001, 121.031941623 14.4243647370001, 121.03163 14.42447, 121.03168 14.4246400000001, 121.03224 14.4249800000001, 121.033318406 14.425389325, 121.033714733 14.4252730430001, 121.033752428 14.4252536230001, 121.033793791 14.425243972, 121.033825503 14.4252163960001, 121.033866866 14.425195714, 121.033905037 14.425177891, 121.033952351 14.4251805480001, 121.034003366 14.425187442, 121.034036456 14.4251860630001, 121.034079293 14.425181304, 121.034098225 14.425183658, 121.03421294 14.4251970930001, 121.03426947 14.425201229, 121.034302561 14.425201229, 121.034343924 14.4251970930001, 121.034375031 14.4251865410001, 121.034395215 14.42515194, 121.03439356 14.4251240180001, 121.034374257 14.4250812760001, 121.034308713 14.425045255, 121.034239511 14.424987587, 121.03419626 14.424941452, 121.034190494 14.4248780180001, 121.034190494 14.424803049, 121.034236628 14.4247482650001, 121.034300063 14.424673297, 121.034324621 14.424656612, 121.03433703 14.424640066, 121.034335651 14.4246180060001, 121.03434806 14.4246042180001, 121.034368742 14.424595945, 121.034407348 14.4245918090001, 121.034447333 14.424576642, 121.034454227 14.4245642330001, 121.034477666 14.4245532030001, 121.03451055 14.424520477, 121.034547984 14.42451184, 121.034572802 14.424503567, 121.034570044 14.424482885, 121.03457418 14.4244594460001, 121.034583832 14.42443187, 121.034596241 14.4244111890001, 121.034636225 14.4243932650001, 121.034683104 14.4243877490001, 121.034723089 14.424391886, 121.034750664 14.424404295, 121.034787891 14.4244194610001, 121.034782376 14.4244029160001, 121.034803058 14.4243794770001, 121.034832012 14.424361553, 121.034862345 14.4243505220001, 121.034909224 14.4243146740001, 121.034974777 14.424298455, 121.035025041 14.4243022650001, 121.035080064 14.4243144380001, 121.035088465 14.424318811, 121.035125692 14.4243477650001, 121.035162919 14.424383613, 121.035211177 14.4244222190001, 121.035245646 14.42446634, 121.035242161 14.4245117740001, 121.035361971 14.424603394, 121.035433237 14.424641579, 121.035502925 14.424638632, 121.03558894 14.4246358120001, 121.035643725 14.4246502290001, 121.035649628 14.424673157, 121.03564825 14.4246979750001, 121.035634462 14.4247227930001, 121.03561378 14.424739338, 121.03559759 14.4247540320001, 121.03557164 14.424782866, 121.035545689 14.4248261170001, 121.035531272 14.4248751340001, 121.035531272 14.4249501030001, 121.035557223 14.425030838, 121.035586057 14.4251086890001, 121.035623541 14.425137523, 121.035672559 14.425177891, 121.03570478 14.4252081230001, 121.035724083 14.4252191540001, 121.035747522 14.425235699, 121.035753037 14.4252563810001, 121.035766825 14.4252618960001, 121.035799915 14.4252536230001, 121.035830249 14.4252508660001, 121.035857824 14.425266032, 121.0358854 14.425286714, 121.035906114 14.4253249440001, 121.035893672 14.425357032, 121.035871513 14.4253854950001, 121.035851329 14.4254229790001, 121.035819218 14.425448031, 121.035816728 14.4254835310001, 121.035831627 14.4255114550001, 121.035830939 14.4255291690001, 121.035833006 14.4255638490001, 121.035839796 14.425598866, 121.035848173 14.425624515, 121.035838521 14.4256479540001, 121.035841439 14.425688872, 121.035757173 14.4257761810001, 121.035743386 14.4258037560001, 121.035724083 14.425836847, 121.035703401 14.4258616650001, 121.035684098 14.4258671800001, 121.035644113 14.425933362, 121.035656522 14.425976104, 121.035679962 14.4259967850001, 121.035711674 14.4260064370001, 121.035739249 14.426018846, 121.035779234 14.4260202250001, 121.0358399 14.4259967850001, 121.035879885 14.425967831, 121.035911597 14.425952664, 121.035932278 14.4259554220001, 121.03595296 14.425965073, 121.035973642 14.4259402550001, 121.03603082 14.4259030650001, 121.036071535 14.425889241, 121.036121171 14.4258919980001, 121.036162535 14.4259016500001, 121.036188731 14.425930604, 121.036203824 14.425959291, 121.036216047 14.426030504, 121.036138948 14.4261322940001, 121.03603082 14.4261928460001, 121.035952969 14.4262577220001, 121.035883767 14.4263615240001, 121.035896743 14.426443701, 121.035927018 14.4264999270001, 121.03600487 14.4265388530001, 121.036082722 14.4265475030001, 121.036195174 14.426569129, 121.03626005 14.42661238, 121.036532531 14.4269800130001, 121.036588757 14.4270708400001, 121.036670934 14.4271443660001, 121.036675259 14.427217893, 121.036761761 14.42730872, 121.036835288 14.4273260200001, 121.036917464 14.4273260200001, 121.036960715 14.4273000690001, 121.037060192 14.42731737, 121.03717697 14.427395222, 121.037311048 14.427468748, 121.037410525 14.427511999, 121.037479726 14.427499024, 121.037540278 14.427468748, 121.03762678 14.427447123, 121.037700306 14.427382246, 121.037747882 14.42730872, 121.037759747 14.427280003, 121.037782483 14.4272135680001, 121.03786466 14.4271962670001, 121.037946836 14.427217893, 121.038029013 14.427243843, 121.038132815 14.4272611440001, 121.038193367 14.4272741190001, 121.038266893 14.4273130450001, 121.03834907 14.4273519710001, 121.038418272 14.4274168470001, 121.038452872 14.4275292990001, 121.038465848 14.4275941760001, 121.038543699 14.4276331020001, 121.038604251 14.4276547270001, 121.038738328 14.427672027, 121.038846456 14.4276806780001, 121.038955968 14.427697079, 121.039008254 14.427714903, 121.039024012 14.4277271450001, 121.03906271 14.4277585290001, 121.039171175 14.4278948790001, 121.03917434 14.427936022, 121.039223394 14.4280103950001, 121.039277196 14.4281021740001, 121.039310426 14.428195536, 121.039376887 14.4282730730001, 121.039406953 14.4283047210001, 121.039479743 14.428334787, 121.039551446 14.4283683670001, 121.039642731 14.4284012480001, 121.039702824 14.4284548690001, 121.039849877 14.428450544, 121.03998828 14.4284332440001, 121.040179535 14.4284525780001, 121.040234153 14.428458214, 121.040338613 14.4284808200001, 121.040431162 14.4285080600001, 121.040507291 14.428541371, 121.040593793 14.428515421, 121.040668523 14.4284843240001, 121.040777708 14.428446346, 121.040884521 14.428451093, 121.0409225 14.4285067700001, 121.040984212 14.428546038, 121.041038805 14.428591136, 121.041160442 14.428514697, 121.041592889 14.4282429400001, 121.042626587 14.428541371, 121.042661187 14.428255915, 121.042479533 14.4281867130001, 121.042380056 14.427520649, 121.042890417 14.427382246, 121.042959619 14.427624451, 121.043630008 14.427533624, 121.04443015 14.4275033490001, 121.044476505 14.427406487, 121.045341575 14.427420345, 121.045447269 14.427416706, 121.045446547 14.427230868, 121.045575409 14.4272247480001, 121.0467657 14.427131391, 121.047291719 14.42695687, 121.047423114 14.4270232640001, 121.047652344 14.4270232640001, 121.047790747 14.426988663, 121.047942125 14.4267810580001, 121.047968112 14.426769253, 121.047981871 14.4267469910001, 121.048032952 14.4267032070001, 121.048162705 14.42662103, 121.048327059 14.4265388530001, 121.048517363 14.426469652, 121.048636226 14.4264563680001, 121.049019986 14.426294785, 121.049272459 14.426274587, 121.04955523 14.4262644880001, 121.049656219 14.4261332020001, 121.049598636 14.4260068670001, 121.049520784 14.4258900890001, 121.049484537 14.4256989470001, 121.049343152 14.425456572, 121.04910125 14.424895318, 121.048993123 14.424233579, 121.049026813 14.424127793, 121.049053674 14.424043275, 121.049122876 14.4239394730001, 121.049265604 14.423762144, 121.049429957 14.4236323910001, 121.04955971 14.423511288, 121.049728389 14.4234031610001, 121.049945821 14.4234112720001, 121.050394453 14.4234766880001, 121.050628079 14.423538762, 121.050679172 14.423646057, 121.050745592 14.423758461, 121.050755811 14.4238555370001, 121.05085159 14.424082239, 121.051021591 14.424363332, 121.051142694 14.424497409, 121.051263797 14.4246444630001, 121.051454101 14.424856392, 121.051618454 14.424942894, 121.051821733 14.4250639970001, 121.051990412 14.425137523, 121.052154766 14.4252024, 121.052284518 14.425284576, 121.052388321 14.4253667530001, 121.052492123 14.42546623, 121.052595925 14.425565707, 121.052712703 14.425604633, 121.052761518 14.425617671, 121.052961249 14.425567738, 121.053298295 14.425193243, 121.053335516 14.4252024, 121.053426343 14.425159149, 121.053512845 14.425159149, 121.053659898 14.425137523, 121.05364069 14.425079899))"
PH137603006,"POLYGON ((121.035261495 14.4086654080001, 121.036911788 14.408661635, 121.036940311 14.4067044920001, 121.036334093 14.406631099, 121.036376898 14.404790506, 121.036968586 14.4047634570001, 121.036975861 14.4042651360001, 121.037557995 14.4041725240001, 121.037624146 14.4044503600001, 121.03821951 14.404509896, 121.038675955 14.4044106690001, 121.039139016 14.4044106690001, 121.039449928 14.404906805, 121.04018576 14.405348417, 121.040629533 14.4054915570001, 121.041593842 14.4054803870001, 121.042660901 14.4054685800001, 121.043446151 14.405458932, 121.04383765 14.4059156810001, 121.044468398 14.4058286810001, 121.044749486 14.405556156, 121.045062255 14.405567326, 121.045077067 14.405567439, 121.04544 14.4055700000001, 121.045542745 14.405517068, 121.045894406 14.405353797, 121.045969762 14.405337052, 121.046225135 14.405278442, 121.046849623 14.4052419500001, 121.04689 14.4049400000001, 121.047683297 14.405234808, 121.050073811 14.405632988, 121.051354801 14.4055364910001, 121.051359151 14.4054997270001, 121.051359305 14.4054073940001, 121.051452102 14.4053358950001, 121.051596519 14.405148162, 121.051677392 14.405065849, 121.051678835 14.4049763150001, 121.051720717 14.40491422, 121.051794369 14.404870896, 121.051827585 14.404831906, 121.051839139 14.404775586, 121.051788592 14.4047192670001, 121.051691832 14.4046932740001, 121.051631176 14.4046932740001, 121.051603737 14.404704827, 121.05148387 14.404704828, 121.051415772 14.404731875, 121.051394286 14.404538533, 121.051382423 14.4045013700001, 121.05131142 14.4044784320001, 121.051207605 14.404451244, 121.051224666 14.404290869, 121.05131255 14.404138999, 121.051454794 14.404119327, 121.051459686 14.403965172, 121.051542886 14.403901552, 121.051557568 14.40375963, 121.05151352 14.4036152620001, 121.051467025 14.403536961, 121.051481707 14.4033436550001, 121.051503729 14.403184605, 121.051537987 14.4031087500001, 121.051604059 14.403094068, 121.05175333 14.403074492, 121.051858554 14.4030280000001, 121.051917283 14.402949699, 121.051976011 14.40277352, 121.051946646 14.402648728, 121.052029845 14.4025117, 121.052105703 14.402306159, 121.052088574 14.4022400910001, 121.052066549 14.4022058350001, 121.052152196 14.4020810420001, 121.052208479 14.4020834880001, 121.052206031 14.401997846, 121.052174219 14.4019391210001, 121.052064101 14.4019146520001, 121.05203963 14.401953802, 121.051851205 14.4019219940001, 121.051841416 14.401784967, 121.051782686 14.401682196, 121.051694591 14.4016112360001, 121.051513507 14.4015867680001, 121.051474354 14.4015769810001, 121.051454776 14.401444847, 121.051381364 14.401288246, 121.051427856 14.400935889, 121.05144009 14.4007327950001, 121.051413171 14.400605555, 121.051315287 14.4004220370001, 121.051210062 14.4002629880001, 121.051210062 14.40024586, 121.051251662 14.4002091560001, 121.051251661 14.400140642, 121.051212508 14.400101492, 121.051055895 14.4001137270001, 121.051036318 14.4000329790001, 121.051256554 14.3999815930001, 121.051325071 14.3998886090001, 121.051383801 14.399861694, 121.051244316 14.3994506120001, 121.051175798 14.3994212490001, 121.051119514 14.3991985810001, 121.051107277 14.399037084, 121.051033864 14.398819309, 121.051092592 14.398672494, 121.051166003 14.398520784, 121.051219839 14.3984791870001, 121.051212497 14.398408225, 121.051161106 14.3980558700001, 121.051087693 14.3979090550001, 121.051121952 14.397872352, 121.051197811 14.397813625, 121.051210046 14.3977744740001, 121.05118068 14.397627659, 121.051200256 14.3975591450001, 121.05120515 14.397512654, 121.051190467 14.3974808450001, 121.051139079 14.3974514820001, 121.05112929 14.397427013, 121.05120515 14.39740499, 121.051261432 14.397395202, 121.051351974 14.3974221170001, 121.051435174 14.397429458, 121.051525715 14.3973511560001, 121.051466985 14.3972899840001, 121.051471879 14.3972239170001, 121.051347079 14.397206789, 121.051349525 14.397228811, 121.051325055 14.3972777490001, 121.051290797 14.3973071130001, 121.051266325 14.397231258, 121.051185572 14.3972116840001, 121.051168442 14.3971847670001, 121.051014276 14.3971602990001, 121.050975123 14.397121149, 121.050984911 14.397059976, 121.051009382 14.397015932, 121.051055876 14.397018378, 121.051068111 14.397037954, 121.051107264 14.397047741, 121.051134182 14.397042846, 121.051207594 14.397018377, 121.051246747 14.3970281640001, 121.051493903 14.397152955, 121.051594232 14.397128486, 121.051597177 14.3970082490001, 121.052604873 14.397081988, 121.052661155 14.3970526250001, 121.052661155 14.3970232620001, 121.052647214 14.396979786, 121.051496348 14.396888689, 121.051442512 14.3968862420001, 121.05142783 14.39685688, 121.051431618 14.3968237180001, 121.051068109 14.3966929380001, 121.051070556 14.396595061, 121.051493899 14.3965412270001, 121.051545286 14.396514311, 121.051555075 14.3964776070001, 121.052866706 14.3966097320001, 121.052942565 14.3965461120001, 121.052839342 14.3964859480001, 121.052081195 14.396428665, 121.052044488 14.3962133370001, 121.052012675 14.3961325890001, 121.051980863 14.3961007790001, 121.051907451 14.396059182, 121.051875638 14.3959613060001, 121.051878083 14.395621184, 121.051951495 14.3955453290001, 121.052020012 14.395508625, 121.052105659 14.395479262, 121.052054271 14.3954450040001, 121.051919682 14.395435218, 121.051860951 14.395261487, 121.051885421 14.3950902030001, 121.052142364 14.39510733, 121.052152151 14.394972749, 121.052029797 14.394958069, 121.052012667 14.3948699800001, 121.051897974 14.3948643800001, 121.051880525 14.394772103, 121.051829135 14.3946693340001, 121.051821793 14.3944319820001, 121.051829133 14.3942753800001, 121.051826685 14.3941310120001, 121.051741037 14.3941089910001, 121.051709225 14.394050265, 121.051736142 14.3939621750001, 121.051851155 14.393878979, 121.051980849 14.3939010010001, 121.051993084 14.393849615, 121.051863389 14.393832488, 121.051856047 14.393680779, 121.052367485 14.3936391790001, 121.052374825 14.39355843, 121.052431107 14.3934605530001, 121.052462918 14.3933455480001, 121.052489836 14.3932085210001, 121.052480048 14.3931571360001, 121.052399294 14.3931473480001, 121.052458024 14.3931081970001, 121.052487387 14.3930152140001, 121.052536329 14.392949147, 121.052673364 14.392875739, 121.052732094 14.3928708450001, 121.052754119 14.393015212, 121.052800611 14.392878185, 121.052832424 14.392856162, 121.052874024 14.3927998830001, 121.0528936 14.3927484970001, 121.053067342 14.392684876, 121.05317241 14.392619767, 121.053034534 14.392599836, 121.053433648 14.3922833930001, 121.052773422 14.3922833930001, 121.052060378 14.3922833930001, 121.051615205 14.392239053, 121.051050798 14.3922190380001, 121.050710552 14.392199024, 121.050545717 14.3921932860001, 121.050238153 14.3922041660001, 121.049933991 14.392183012, 121.04976279 14.392045712, 121.049287427 14.391728803, 121.0489177 14.3915967580001, 121.048389519 14.3917023940001, 121.048019792 14.3913590760001, 121.047676475 14.391332667, 121.04725393 14.391094986, 121.046620113 14.39098935, 121.046091932 14.3907780770001, 121.04556052 14.390871233, 121.045431705 14.390883713, 121.045242467 14.3908417110001, 121.045153462 14.390782374, 121.044998526 14.3907757810001, 121.044813923 14.3908087460001, 121.044569982 14.3908054500001, 121.044448011 14.3908285250001, 121.044286483 14.390881269, 121.044098583 14.3908878620001, 121.043907386 14.3908384150001, 121.043802991 14.3908217800001, 121.043657156 14.3906888130001, 121.043579949 14.390405722, 121.043266833 14.3900883160001, 121.043177034 14.3898709100001, 121.042880642 14.3895127700001, 121.042534851 14.3895745180001, 121.041979116 14.3892040280001, 121.04146043 14.388870587, 121.041180133 14.389064927, 121.041139339 14.3894510220001, 121.040842947 14.389611567, 121.040571254 14.389623917, 121.040489545 14.389815002, 121.040489545 14.390013218, 121.040469724 14.3900858980001, 121.04034896 14.390204351, 121.040139016 14.3905007430001, 121.040064918 14.390932982, 121.039762751 14.3908589430001, 121.039465425 14.390766442, 121.039300245 14.3908060850001, 121.038943455 14.3909712660001, 121.038806026 14.391201723, 121.03875768 14.391355553, 121.038375302 14.391597286, 121.03813721 14.3918907130001, 121.037878374 14.3921495500001, 121.037220496 14.3922573990001, 121.036745962 14.392246614, 121.036305071 14.392432162, 121.036131225 14.392505451, 121.03575 14.3927600000001, 121.035516487 14.392807427, 121.035311575 14.392505451, 121.03488018 14.3922142600001, 121.034491924 14.3921926900001, 121.034233088 14.391966208, 121.034006605 14.391577952, 121.03359678 14.3913083300001, 121.033319303 14.3908283060001, 121.032797624 14.389925799, 121.03253635 14.389925799, 121.026066027 14.389960919, 121.022214156 14.389981881, 121.022200329 14.390801015, 121.022095676 14.397001097, 121.024181474 14.3969829600001, 121.024254024 14.3964207010001, 121.025142755 14.396456976, 121.027301104 14.396456976, 121.028806506 14.3961849150001, 121.028816413 14.397606809, 121.029255316 14.3975629190001, 121.029617411 14.3965644150001, 121.030495217 14.3965314970001, 121.031208434 14.3967619210001, 121.031274269 14.3979579320001, 121.032198197 14.3980530650001, 121.03286928 14.3983976760001, 121.034084484 14.400102589, 121.031175516 14.4001414740001, 121.029178508 14.4001743920001, 121.029174345 14.401873122, 121.029173163 14.4023551350001, 121.029167535 14.404651202, 121.031339064 14.4046717410001, 121.034891105 14.4047102210001, 121.034911162 14.4083345390001, 121.03516418 14.4084999730001, 121.035261495 14.4086654080001))"
